### STRATEGIC INQUIRY FOR AI ARCHITECT TEACHER ###
Please analyze the attached 500-candle data slice and provide insights on the following:

1. MARKET SELECTION: Looking at NQ vs ES momentum here, how would you mathematically decide which one to favor for a LONG position?
2. EXECUTION REALISM: For these 1-minute wicks, is a 'Limit' order at the signal price realistic, or should I simulate a 'touch-through' rule?
3. PROFIT PROTECTION: Based on the tech reversals in this NQ sample, would a static 2:1 RR suffice, or is an adaptive 'momentum squeeze' trailing stop required?
4. SIGNAL FILTERING: What 15-minute trend or institutional context would you overlay to filter out the false entries seen in this 1-minute data?

==================================================

RAW NASDAQ (NQ) DATA - LAST 500 MINS:
Datetime,close,high,low,open,volume,ticker
2026-02-13 03:48:00+00:00,24773.0,24774.0,24768.25,24769.25,97,NQ
2026-02-13 03:49:00+00:00,24769.0,24774.75,24769.0,24772.75,61,NQ
2026-02-13 03:50:00+00:00,24774.5,24775.75,24769.5,24769.75,69,NQ
2026-02-13 03:51:00+00:00,24772.0,24775.5,24771.75,24774.5,41,NQ
2026-02-13 03:52:00+00:00,24770.0,24774.0,24768.75,24770.25,48,NQ
2026-02-13 03:53:00+00:00,24770.0,24774.25,24770.0,24770.5,35,NQ
2026-02-13 03:54:00+00:00,24754.0,24771.0,24751.25,24769.75,293,NQ
2026-02-13 03:55:00+00:00,24751.25,24753.75,24745.25,24753.75,180,NQ
2026-02-13 03:56:00+00:00,24756.75,24760.0,24748.75,24750.5,97,NQ
2026-02-13 03:57:00+00:00,24750.75,24758.25,24750.0,24754.5,62,NQ
2026-02-13 03:58:00+00:00,24756.0,24756.0,24749.5,24751.0,38,NQ
2026-02-13 03:59:00+00:00,24750.25,24755.75,24750.0,24755.5,41,NQ
2026-02-13 04:00:00+00:00,24749.0,24751.25,24744.5,24750.5,59,NQ
2026-02-13 04:01:00+00:00,24753.75,24755.0,24745.25,24747.0,99,NQ
2026-02-13 04:02:00+00:00,24754.75,24756.0,24752.0,24754.0,39,NQ
2026-02-13 04:03:00+00:00,24750.75,24755.75,24749.5,24755.75,43,NQ
2026-02-13 04:04:00+00:00,24752.5,24754.25,24750.5,24751.5,37,NQ
2026-02-13 04:05:00+00:00,24758.25,24758.25,24752.25,24752.25,57,NQ
2026-02-13 04:06:00+00:00,24757.25,24761.0,24754.5,24756.75,64,NQ
2026-02-13 04:07:00+00:00,24756.0,24762.5,24755.0,24757.0,85,NQ
2026-02-13 04:08:00+00:00,24751.75,24755.75,24751.0,24754.0,50,NQ
2026-02-13 04:09:00+00:00,24755.75,24755.75,24749.5,24751.25,28,NQ
2026-02-13 04:10:00+00:00,24760.25,24760.25,24753.25,24756.5,39,NQ
2026-02-13 04:11:00+00:00,24765.75,24767.25,24760.25,24760.5,106,NQ
2026-02-13 04:12:00+00:00,24762.5,24767.25,24761.75,24765.25,49,NQ
2026-02-13 04:13:00+00:00,24765.5,24765.5,24762.25,24763.0,28,NQ
2026-02-13 04:14:00+00:00,24768.75,24768.75,24762.5,24765.25,62,NQ
2026-02-13 04:15:00+00:00,24782.0,24782.0,24768.75,24769.0,128,NQ
2026-02-13 04:16:00+00:00,24794.75,24795.25,24782.75,24783.5,176,NQ
2026-02-13 04:17:00+00:00,24796.75,24802.5,24793.5,24794.75,153,NQ
2026-02-13 04:18:00+00:00,24789.5,24797.5,24786.25,24797.5,155,NQ
2026-02-13 04:19:00+00:00,24786.0,24791.75,24785.75,24787.0,49,NQ
2026-02-13 04:20:00+00:00,24779.75,24786.25,24779.0,24786.25,46,NQ
2026-02-13 04:21:00+00:00,24780.0,24782.5,24776.5,24779.0,52,NQ
2026-02-13 04:22:00+00:00,24778.5,24780.25,24777.0,24780.25,32,NQ
2026-02-13 04:23:00+00:00,24783.5,24784.0,24778.0,24779.25,81,NQ
2026-02-13 04:24:00+00:00,24782.25,24790.75,24782.25,24785.0,81,NQ
2026-02-13 04:25:00+00:00,24785.75,24788.25,24782.25,24782.5,38,NQ
2026-02-13 04:26:00+00:00,24785.5,24788.75,24784.0,24784.25,44,NQ
2026-02-13 04:27:00+00:00,24784.5,24787.5,24780.25,24785.5,56,NQ
2026-02-13 04:28:00+00:00,24785.25,24786.25,24783.5,24785.0,19,NQ
2026-02-13 04:29:00+00:00,24784.0,24786.75,24784.0,24786.75,26,NQ
2026-02-13 04:30:00+00:00,24783.0,24785.5,24782.25,24783.5,32,NQ
2026-02-13 04:31:00+00:00,24783.5,24784.75,24782.75,24784.25,20,NQ
2026-02-13 04:32:00+00:00,24776.0,24787.75,24774.75,24785.75,49,NQ
2026-02-13 04:33:00+00:00,24772.25,24775.5,24770.0,24775.5,64,NQ
2026-02-13 04:34:00+00:00,24769.5,24773.25,24768.75,24771.75,38,NQ
2026-02-13 04:35:00+00:00,24766.0,24770.5,24764.5,24769.0,75,NQ
2026-02-13 04:36:00+00:00,24769.5,24769.5,24762.0,24764.0,52,NQ
2026-02-13 04:37:00+00:00,24772.0,24774.25,24770.25,24770.25,34,NQ
2026-02-13 04:38:00+00:00,24764.75,24772.0,24763.25,24772.0,42,NQ
2026-02-13 04:39:00+00:00,24763.0,24765.0,24759.75,24764.25,78,NQ
2026-02-13 04:40:00+00:00,24762.75,24770.25,24762.75,24764.0,79,NQ
2026-02-13 04:41:00+00:00,24766.75,24771.5,24761.5,24762.0,49,NQ
2026-02-13 04:42:00+00:00,24766.25,24775.25,24766.25,24767.0,93,NQ
2026-02-13 04:43:00+00:00,24762.75,24765.5,24759.25,24765.5,50,NQ
2026-02-13 04:44:00+00:00,24760.5,24762.75,24758.25,24762.25,64,NQ
2026-02-13 04:45:00+00:00,24761.75,24768.0,24760.0,24760.0,68,NQ
2026-02-13 04:46:00+00:00,24764.0,24764.0,24760.0,24760.0,16,NQ
2026-02-13 04:47:00+00:00,24758.0,24762.25,24756.5,24762.25,56,NQ
2026-02-13 04:48:00+00:00,24760.5,24761.75,24754.0,24756.0,34,NQ
2026-02-13 04:49:00+00:00,24760.25,24761.25,24757.0,24759.75,56,NQ
2026-02-13 04:50:00+00:00,24765.75,24767.75,24760.25,24760.25,52,NQ
2026-02-13 04:51:00+00:00,24758.25,24766.0,24757.5,24765.0,35,NQ
2026-02-13 04:52:00+00:00,24755.75,24760.75,24753.0,24759.25,120,NQ
2026-02-13 04:53:00+00:00,24758.75,24758.75,24755.75,24756.25,43,NQ
2026-02-13 04:54:00+00:00,24757.0,24760.25,24756.0,24759.5,34,NQ
2026-02-13 04:55:00+00:00,24764.25,24765.0,24757.75,24758.0,46,NQ
2026-02-13 04:56:00+00:00,24765.75,24766.75,24762.0,24765.0,40,NQ
2026-02-13 04:57:00+00:00,24760.0,24767.25,24760.0,24765.75,44,NQ
2026-02-13 04:58:00+00:00,24762.5,24763.0,24757.75,24759.0,124,NQ
2026-02-13 05:09:00+00:00,24764.0,24767.25,24758.25,24759.0,60,NQ
2026-02-13 05:10:00+00:00,24760.25,24765.25,24755.0,24764.75,109,NQ
2026-02-13 05:11:00+00:00,24756.25,24762.0,24755.75,24760.5,58,NQ
2026-02-13 05:12:00+00:00,24754.0,24755.25,24749.75,24754.75,55,NQ
2026-02-13 05:13:00+00:00,24756.5,24757.75,24752.75,24754.0,37,NQ
2026-02-13 05:14:00+00:00,24750.5,24756.25,24750.5,24754.75,41,NQ
2026-02-13 05:15:00+00:00,24738.0,24753.5,24737.0,24750.25,356,NQ
2026-02-13 05:16:00+00:00,24745.0,24746.0,24737.25,24737.75,104,NQ
2026-02-13 05:17:00+00:00,24736.5,24746.75,24735.0,24744.25,114,NQ
2026-02-13 05:18:00+00:00,24737.0,24742.75,24733.5,24737.0,80,NQ
2026-02-13 05:19:00+00:00,24738.0,24741.25,24738.0,24738.0,32,NQ
2026-02-13 05:20:00+00:00,24739.75,24739.75,24734.0,24739.25,60,NQ
2026-02-13 05:21:00+00:00,24738.0,24738.75,24730.0,24736.5,91,NQ
2026-02-13 05:22:00+00:00,24735.75,24739.5,24728.0,24739.25,76,NQ
2026-02-13 05:23:00+00:00,24739.5,24742.0,24733.5,24736.0,75,NQ
2026-02-13 05:24:00+00:00,24721.75,24740.5,24719.0,24739.5,277,NQ
2026-02-13 05:25:00+00:00,24720.75,24726.5,24717.0,24720.0,174,NQ
2026-02-13 05:26:00+00:00,24714.25,24719.75,24708.0,24719.75,384,NQ
2026-02-13 05:27:00+00:00,24712.0,24713.75,24705.25,24712.75,180,NQ
2026-02-13 05:28:00+00:00,24715.0,24717.25,24710.75,24711.75,93,NQ
2026-02-13 05:29:00+00:00,24707.0,24714.75,24704.75,24714.75,127,NQ
2026-02-13 05:30:00+00:00,24711.75,24716.75,24707.5,24707.5,114,NQ
2026-02-13 05:31:00+00:00,24709.5,24716.5,24707.0,24711.0,110,NQ
2026-02-13 05:32:00+00:00,24714.5,24714.75,24698.0,24708.0,225,NQ
2026-02-13 05:33:00+00:00,24720.25,24722.25,24710.75,24714.25,159,NQ
2026-02-13 05:34:00+00:00,24716.0,24721.5,24713.0,24720.75,91,NQ
2026-02-13 05:35:00+00:00,24714.25,24714.5,24709.25,24713.75,106,NQ
2026-02-13 05:36:00+00:00,24728.0,24729.75,24710.5,24713.0,164,NQ
2026-02-13 05:37:00+00:00,24706.0,24726.75,24705.25,24726.75,189,NQ
2026-02-13 05:38:00+00:00,24704.75,24711.75,24704.0,24705.5,170,NQ
2026-02-13 05:39:00+00:00,24699.0,24705.25,24698.0,24704.5,110,NQ
2026-02-13 05:40:00+00:00,24692.5,24701.0,24692.5,24700.0,141,NQ
2026-02-13 05:41:00+00:00,24704.25,24705.25,24690.75,24694.0,172,NQ
2026-02-13 05:42:00+00:00,24721.25,24721.25,24703.75,24705.0,293,NQ
2026-02-13 05:43:00+00:00,24710.75,24723.25,24709.75,24722.25,200,NQ
2026-02-13 05:44:00+00:00,24712.5,24715.25,24705.25,24711.25,68,NQ
2026-02-13 05:45:00+00:00,24716.0,24720.25,24712.0,24712.0,89,NQ
2026-02-13 05:46:00+00:00,24719.5,24721.75,24710.0,24715.0,99,NQ
2026-02-13 05:47:00+00:00,24728.25,24730.75,24718.5,24718.5,145,NQ
2026-02-13 05:48:00+00:00,24723.0,24736.75,24720.75,24729.25,287,NQ
2026-02-13 05:49:00+00:00,24725.25,24726.25,24719.75,24723.5,70,NQ
2026-02-13 05:50:00+00:00,24716.25,24723.5,24714.0,24723.5,102,NQ
2026-02-13 05:51:00+00:00,24719.75,24724.5,24716.5,24716.5,68,NQ
2026-02-13 05:52:00+00:00,24711.5,24719.0,24710.75,24719.0,61,NQ
2026-02-13 05:53:00+00:00,24707.75,24713.25,24706.0,24711.5,82,NQ
2026-02-13 05:54:00+00:00,24697.75,24711.5,24697.75,24707.75,95,NQ
2026-02-13 05:55:00+00:00,24716.0,24716.5,24698.0,24699.75,117,NQ
2026-02-13 05:56:00+00:00,24718.25,24724.0,24714.25,24716.75,108,NQ
2026-02-13 05:57:00+00:00,24718.0,24723.5,24716.5,24718.75,65,NQ
2026-02-13 05:58:00+00:00,24714.75,24719.25,24710.0,24719.25,60,NQ
2026-02-13 05:59:00+00:00,24712.5,24714.25,24710.0,24714.25,47,NQ
2026-02-13 06:00:00+00:00,24712.25,24720.0,24710.5,24711.75,110,NQ
2026-02-13 06:01:00+00:00,24711.5,24718.0,24704.75,24712.5,67,NQ
2026-02-13 06:02:00+00:00,24722.25,24723.0,24708.75,24710.75,82,NQ
2026-02-13 06:03:00+00:00,24716.75,24727.75,24712.75,24721.75,94,NQ
2026-02-13 06:04:00+00:00,24707.5,24722.0,24707.5,24716.25,92,NQ
2026-02-13 06:05:00+00:00,24715.0,24718.5,24708.5,24708.75,81,NQ
2026-02-13 06:06:00+00:00,24724.5,24724.5,24716.75,24716.75,74,NQ
2026-02-13 06:07:00+00:00,24723.5,24729.25,24723.5,24724.25,87,NQ
2026-02-13 06:08:00+00:00,24719.25,24726.0,24718.5,24724.5,43,NQ
2026-02-13 06:09:00+00:00,24724.75,24727.5,24719.25,24720.0,42,NQ
2026-02-13 06:10:00+00:00,24729.75,24731.0,24720.75,24725.25,230,NQ
2026-02-13 06:11:00+00:00,24725.0,24729.75,24722.0,24729.5,92,NQ
2026-02-13 06:12:00+00:00,24714.75,24726.75,24713.0,24726.75,63,NQ
2026-02-13 06:13:00+00:00,24719.75,24724.0,24716.0,24716.0,64,NQ
2026-02-13 06:14:00+00:00,24718.75,24722.5,24718.25,24720.25,35,NQ
2026-02-13 06:15:00+00:00,24710.0,24725.75,24706.75,24720.75,193,NQ
2026-02-13 06:16:00+00:00,24718.75,24720.75,24710.5,24713.0,130,NQ
2026-02-13 06:17:00+00:00,24724.75,24726.0,24718.0,24718.25,92,NQ
2026-02-13 06:18:00+00:00,24725.75,24730.0,24724.0,24724.75,168,NQ
2026-02-13 06:19:00+00:00,24729.25,24731.0,24724.0,24728.0,92,NQ
2026-02-13 06:20:00+00:00,24724.75,24730.0,24722.75,24729.0,73,NQ
2026-02-13 06:21:00+00:00,24718.5,24727.5,24718.5,24727.25,120,NQ
